Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2017,Alfa,Romeo Giulia Ti,Used,"$29,900 ",4.7,98,Private,Tom,4.5,145,Baltimore,MD,21224,Great,4.6,4.7,4.9,4.5,5,4.4,Gray,Black,All-wheel Drive,23,31,Gasoline Fuel,Transmission w/Dual Shift Mode,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,ZARFAEEN7H7551320,–,22855
2019,Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,"$30,495 ",4.1,17,Dealer,Mercedes-Benz of Miami,4.6,1040,1200 Nw 167th St Miami,FL,33169,Good,3.9,4,4.1,3.9,4.5,4.3,Polar White,–,Front-wheel Drive,24,37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ4EB2KN715137,KN715137,30820
2017,Toyota,Corolla LE,Used,"$13,899 ",4.7,381,Dealer,Ferco Motors,3.4,48,1740 SW 1st St Miami,FL,33135,Great,4.7,4.7,4.6,4.7,4.7,4.8,Aqua,Gray,Front-wheel Drive,28,36,Gasoline,CVT,1.8L I4 DOHC Dual VVT-i,2T1BURHP2HC885791,8281,54898
2016,Acura,MDX 3.5L w/Technology Package,Used,"$19,900 ",4.6,114,Dealer,Executive Auto Gallery,4,82,4825 Lehigh Drive Walnutport,PA,18088,Great,4.7,4.5,4.5,4.5,4.5,4.6,Charcoal,Ebony,Front-wheel Drive,19,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD3H43GB011147,11147,71815
2016,Nissan,Rogue SV,Nissan Certified,"$19,998 ",4.5,317,Dealer,Kelly Nissan,4.9,4976,3830 Easton Nazareth Hwy Easton,PA,18045,Good,4.6,4.5,4.4,4.4,4.6,4.6,Magnetic Black,Charcoal,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,KNMAT2MV3GP673833,NP6139,74430
2019,Honda,Civic LX,Used,"$23,845 ",4.9,275,Dealer,Piazza Honda of Springfield,4.7,2882,780 Baltimore Pike Springfield,PA,19064,Good,4.8,4.8,4.9,4.8,4.9,4.9,Modern Steel Metallic,Black,Front-wheel Drive,20,38,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,2HGFC2F69KH578977,GP6559,29879
2008,Lexus,RX 350 Base (A5),Used,"$11,995 ",4.6,79,Dealer,J&S Autohaus III,3.8,15,2006 Nottingham Way Hamilton,NJ,8619,Fair,4.7,4.4,4.7,4.5,4.6,4.7,Blue,Beige,All-wheel Drive,17,22,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2HK31U08C066903,3M6903,90958
2019,Honda,Odyssey EX-L,Honda Certified,"$38,310 ",4.6,133,Dealer,Hamilton Honda,4.8,4649,655 US Highway 130 Hamilton,NJ,8691,Great,4.8,4.6,4.5,4.3,4.7,4.5,Pacific Pewter Metallic,Mocha,Front-wheel Drive,19,28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74KB128460,34137L,14494
2019,BMW,X5 xDrive40i,Used,"$56,998 ",4.7,55,Dealer,Paul Miller BMW,4.9,692,1515 Route 23 South Wayne,NJ,7470,Good,5,4.9,4.9,4.4,4.7,4.6,Black Sapphire Metallic,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C57KLL34295,F19785,18031
2020,Acura,ILX Premium & A-SPEC Packages,Used,"$30,885 ",4.5,16,Dealer,Acura of Wappingers Falls,4.8,557,1271 Route 9 Wappingers Falls,NY,12590,Fair,4.5,4.6,4.5,4.4,4.7,4.4,Platinum White Pearl,Red,Front-wheel Drive,24,34,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UDE2F83LA009304,T10529,29085
2006,Toyota,Highlander Limited w/3rd Row,Used,"$11,995 ",4.7,57,Dealer,Frank Krause Automotive,4.7,92,304 State Highway 71 Spring Lake,NJ,7762,Fair,4.7,4.5,4.6,4.7,4.4,4.9,Black,Ash,Four-wheel Drive,18,24,Gasoline,Automatic,3.3L DOHC SFI 24-valve VVT-i V6 engine,JTEEP21A860178652,33324,96442
2019,BMW,M550 i Xdrive,Used,"$44,718 ",4.5,3,Dealer,Euro Motor Haus,2.8,40,305 East Shore Rd Great Neck,NY,11023,Great,5,4.7,5,3.7,4,4,Black,Black,All-wheel Drive,18,25,Gasoline,sport automatic,8 Cylinder Engine,WBAJB9C50KB289250,UC229S,38336
2019,Subaru,Forester,Subaru Certified,"$27,977 ",4.7,279,Dealer,Brattleboro Subaru,4.8,1254,1234 Putney Rd Brattleboro,VT,5301,Good,4.8,4.7,4.6,4.7,4.7,4.8,Crystal Black Silica,Gray,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKACC6KH494496,40351A,12679
2019,Subaru,Forester,Used,"$23,990 ",4.7,279,Dealer,Star Auto Sales,4.4,26,1030 Temple St Whitman,MA,2382,Great,4.8,4.7,4.6,4.7,4.7,4.8,Crystal White Pearl,Gray,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAAC1KH453602,453602,10460
2020,BMW,M4 Base,Used,"$72,735 ",4.9,1,Dealer,Pacific BMW,4.6,3551,800 S Brand Blvd Glendale,CA,91204,Great,5,5,5,4,5,5,White,–,Rear-wheel Drive,18,25,Gasoline,Manual,3.0L I6 24V GDI DOHC Twin Turbo,WBS4Y9C07LFH41804,605434,6626
2019,Volkswagen,Tiguan 2.0T SE,Volkswagen Certified,"$26,496 ",4.5,136,Dealer,New Century Volkswagen,2.5,22,1220 S Brand Blvd Glendale,CA,91204,Great,4.6,4.7,4.3,4.5,4.6,4.5,Deep Black Pearl Effect,Black,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV2B7AX0KM051491,226203A,28601
2021,Cadillac,XT6 Premium Luxury AWD,Used,"$59,998 ",4.9,9,Dealer,Giant Chevrolet,4.8,131,1001 S Ben Maddox Way Visalia,CA,93292,Good,4.8,4.9,4.8,4.8,5,5,Stellar Black Metallic,Dark Auburn,All-wheel Drive,18,25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKPDRS3MZ106437,88818,10932
2020,Chevrolet,Blazer Premier,Used,"$48,998 ",4.7,67,Dealer,Giant Chevrolet,4.8,131,1001 S Ben Maddox Way Visalia,CA,93292,Good,4.8,4.7,4.8,4.5,4.9,4.8,Black,Jet Black,Front-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,3GNKBFRS3LS674609,88839,11843
2019,Honda,CR-V EX-L,Used,"$29,875 ",4.8,540,Dealer,Jim Marsh Chrysler Jeep,4.8,450,8575 W Centennial Pkwy Las Vegas,NV,89149,Good,4.8,4.8,4.7,4.7,4.8,4.8,–,–,Front-wheel Drive,28,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H84KA038618,PJ1212,21868
2012,Porsche,911 Targa 4,Used,"$72,998 ",4.8,37,Dealer,CarMax Fremont - Now offering Curbside Pickup and Home Delivery,4.8,1,44100 Christy St Fremont,CA,94538,Great,4.5,4.7,5,4.5,4.9,4.8,Blue,Black,All-wheel Drive,18,25,Gasoline,7-Speed Automatic with Auto-Shift,3.6L H6 24V GDI DOHC,WP0BA2A99CS728066,22954694,41198
2019,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,"$33,185 ",4.8,40,Dealer,Mercedes-Benz of Pleasanton,2.5,55,5885 Owens Drive Pleasanton,CA,94588,Good,4.8,4.8,4.8,4.5,4.8,4.7,Black,–,Rear-wheel Drive,23,34,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDWF8DB6KR500526,38112N,35825
2015,Mercedes-Benz,E-Class E 400,Used,"$20,955 ",4.8,61,Dealer,AutoNation Toyota Hayward,4.4,1071,24773 Mission Blvd Hayward,CA,94544,Good,4.8,4.7,4.8,4.6,4.8,4.8,Steel Gray Metallic,–,Rear-wheel Drive,20,29,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDDKJ6FB0FF295677,FF295677,102893
2018,Audi,A3 2.0T Prestige,Used,"$31,492 ",4.9,34,Dealer,AutoNation USA Phoenix,4,116,2625 W Bell Rd Phoenix,AZ,85023,Fair,4.9,4.9,4.9,4.7,4.9,4.9,Florett Silver Metallic,Black,All-wheel Drive,24,31,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUK8HFF4J1000989,J1000989,64403
2017,Jeep,Grand Cherokee Limited,Used,"$27,575 ",4.8,334,Dealer,Bill Luke Chrysler Jeep Dodge RAM,4.3,1366,2425 W Camelback Rd Phoenix,AZ,85015,Great,4.8,4.8,4.7,4.6,4.8,4.8,Granite Crystal Clearcoat Metallic,Black,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJEBG2HC888367,CU55374X,16929
2018,Subaru,Outback 2.5i Limited,Used,"$29,499 ",4.7,445,Dealer,AutoNation Subaru Scottsdale,4.7,916,15678 N Northsight Blvd Scottsdale,AZ,85260,Good,4.8,4.7,4.6,4.7,4.7,4.8,Crystal White Pearl,Black,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSANCXJ3329263,J3329263,47445
2018,Mazda,CX-5 Grand Touring,Used,"$27,499 ",4.8,270,Dealer,AutoNation Buick GMC West,4.4,250,16400 W Colfax Ave Golden,CO,80401,Good,4.8,4.8,4.7,4.8,4.8,4.8,Jet Black Mica,Parchment,Front-wheel Drive,25,31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADMXJ0394464,J0394464,37852
2015,Porsche,Cayenne S,Used,"$34,999 ",4.9,13,Dealer,Payless Auto Sales Lakewood,2.3,16,8916 S Tacoma Way Lakewood,WA,98499,Great,5,4.9,4.9,4.8,4.9,4.9,White,Black,All-wheel Drive,17,24,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,WP1AB2A22FLA56148,7575,56557
2020,BMW,X5 xDrive40i,Used,"$62,787 ",4.7,53,Dealer,BMW Northwest,4.8,780,4011 20th St E Fife,WA,98424,Great,4.8,4.8,4.8,4.4,4.7,4.7,Alpine White,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C08L9C49858,BP5119B,10422
2012,Lexus,RX 350 Base,Used,"$18,699 ",4.8,73,Dealer,AutoNation Audi Volkswagen Spokane,4.6,176,10006 E Sprague Ave Spokane Valley,WA,99206,Good,4.8,4.8,4.8,4.7,4.7,4.9,Starfire Pearl,–,AWD,18,24,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2BK1BA7CC125419,CC125419,124282
2017,Buick,LaCrosse Premium,Used,"$28,994 ",4.8,95,Dealer,Four Stars Chrysler Dodge Jeep Ram,3.5,3,308 TX-148 Henrietta,TX,76365,Fair,4.9,4.8,4.8,4.8,4.8,4.7,Pepperdust Metallic,Light Neutral,Front-wheel Drive,21,31,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1G4ZR5SS2HU159854,HU159854,33148
2017,Cadillac,XT5 Luxury,Used,"$33,029 ",4.6,198,Dealer,Nissan of Boerne,4.4,291,31805 I-10 Boerne,TX,78006,Good,4.7,4.7,4.6,4.4,4.8,4.6,Stellar Black Metallic,Black,Front-wheel Drive,19,27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNBRSXHZ326738,C379349B,39535
2018,BMW,X3 xDrive30i,BMW Certified,"$37,962 ",4.8,64,Dealer,BMW of San Antonio,4.5,955,15507 W IH10 San Antonio,TX,78249,Good,4.9,4.9,4.8,4.4,4.9,4.6,Blue Metallic,Canberra Beige,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C54JLD61151,JLD61151A,32702
2021,Tesla,Model Y Performance,Used,"$74,799 ",4,15,Dealer,INFINITI of San Antonio,4.7,507,12150 I-10 San Antonio,TX,78230,Good,4.1,4.2,4.3,3.7,4.2,3.8,Pearl White Multi,White / Black,All-wheel Drive,115,106,Electric,1-Speed Automatic,Electric,5YJYGDEFXMF076271,MF076271,12708
2019,INFINITI,QX50 ESSENTIAL,INFINITI Certified,"$35,799 ",4.7,87,Dealer,INFINITI of San Antonio,4.7,507,12150 I-10 San Antonio,TX,78230,Great,4.9,4.8,4.6,4.5,4.9,4.7,Black Obsidian,Graphite,Front-wheel Drive,24,31,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,3PCAJ5M1XKF138652,KF138652,19527
2019,Volvo,XC60 T5 Momentum,Used,"$41,967 ",4.9,82,Dealer,Principle Volvo Cars San Antonio,4.7,1678,1326 NE Interstate 410 Loop San Antonio,TX,78209,Fair,5,4.9,4.9,4.8,4.9,4.9,Pine Gray Metallic,Maroon Brown,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LYV102RK0KB183698,KB183698P,33921
2020,Dodge,Challenger SXT,Used,"$28,619 ",4.9,72,Dealer,EchoPark Automotive Dallas,4.8,4307,2615 I-20 Frontage Rd Grand Prairie,TX,75052,Good,4.9,4.9,4.9,4.8,5,4.9,Indigo Blue,Black,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZAG5LH105364,YLH105364,34283
2019,Audi,Q5 2.0T Premium,Used,"$35,739 ",4.7,42,Dealer,EchoPark Automotive Dallas,4.8,4307,2615 I-20 Frontage Rd Grand Prairie,TX,75052,Good,4.8,4.6,4.7,4.5,4.7,4.7,Moonlight Blue Metallic,Atlas Beige / Gray,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY7K2050680,PK2050680,28251
2021,Mazda,Mazda3 FWD w/Preferred Package,Used,"$27,981 ",4.9,18,Dealer,South Point Hyundai,4.7,2087,4610 IH 35 South Austin,TX,78745,Great,4.8,4.8,4.9,4.9,4.9,4.8,Snowflake White Pearl,Black / Navy Blue,Front-wheel Drive,26,35,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,3MZBPACL2MM254275,254275U,11945
2021,Kia,Forte FE,Used,"$16,999 ",4.8,46,Dealer,For Less Autohaus,4.1,28,2636 Brenner Dr Dallas,TX,75220,Great,4.8,4.9,4.8,4.8,4.9,4.8,Black,Gray,Front-wheel Drive,31,41,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD4ME356753,356753,14606
2019,Audi,Q5 2.0T Premium,Used,"$35,480 ",4.7,42,Dealer,Autos of Dallas,4.3,1341,4472 W Plano Pkwy Plano,TX,75093,Good,4.8,4.6,4.7,4.5,4.7,4.7,Ibis White,Black,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY5K2056865,56865,38337
2018,Nissan,Murano SL,Nissan Certified,"$29,401 ",4.8,173,Dealer,Nissan of McKinney,4.3,812,3800 S. Hwy 75 McKinney,TX,75069,Good,4.9,4.8,4.8,4.6,4.8,4.8,Magnetic Black,Graphite,Front-wheel Drive,21,28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2MG8JN137166,JN137166,39336
2016,Chevrolet,Corvette Stingray Z51,Used,"$49,999 ",4.8,128,Dealer,Pary's Auto Sales,3.2,43,110 W Centerville Rd Garland,TX,75041,Good,4.7,4.8,4.9,4.7,4.9,4.8,Yellow,–,Rear-wheel Drive,17,29,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,1G1YK2D77G5117208,1560,13053
2018,Lincoln,MKZ Select,Used,"$22,995 ",4.9,45,Dealer,DFW Autos,5,3,4605 Hickory Tree Road Balch Springs,TX,75180,Great,4.8,4.8,5,4.7,4.9,4.9,White,Cream,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5C92JR604316,604316,43485
2019,Volvo,XC60 T5 Momentum,Used,"$38,348 ",4.9,82,Dealer,Gorges Volvo Cars,4.9,1911,17665 Burt Street Omaha,NE,68118,Good,5,4.9,4.9,4.8,4.9,4.9,Crystal White,–,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LYV102RK6KB283353,3685G,31039
2019,Honda,CR-V EX-L,Used,"$33,997 ",4.8,540,Dealer,Lee's Summit Subaru,2.9,67,2101 NE Independence Ave Lees Summit,MO,64064,Good,4.8,4.8,4.7,4.7,4.8,4.8,Molten Lava Pearl,–,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H80KH616959,SP6423,19426
2019,BMW,330 i xDrive,Used,"$40,000 ",4.9,30,Dealer,McCarthy Blue Springs Hyundai,4.6,324,3000 NW S Outer Rd Blue Springs,MO,64015,Good,4.9,4.9,5,4.6,4.9,4.9,Alpine White,Black,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C59KAJ80651,UH6647A,39186
2021,Tesla,Model Y Long Range,Used,"$74,900 ",4,15,Dealer,Heartland Chrysler Dodge Jeep Ram,4.5,111,2017 W Jesse James Rd Excelsior Springs,MO,64024,Good,4.1,4.2,4.3,3.7,4.2,3.8,White,Black,All-wheel Drive,131,117,Electric,1-Speed Automatic,Electric,5YJYGDEE7MF248005,KP2827,10926
2019,Jeep,Grand Cherokee Limited,Used,"$34,991 ",4.8,224,Dealer,Mercedes-Benz of Houston North,4.5,1343,17510 I-45 North Freeway Houston,TX,77090,Good,4.9,4.9,4.8,4.6,4.9,4.8,Billet Silver Metallic Clearcoat,–,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJEBG4KC530551,KC530551,33995
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Used,"$67,399 ",5,10,Dealer,Mercedes-Benz of Houston North,4.5,1343,17510 I-45 North Freeway Houston,TX,77090,Good,5,5,5,4.8,5,5,Obsidian Black Metallic,–,All-wheel Drive,17,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGED6EB6KA140229,KA140229,36343
2021,Ford,F-150 Lariat,Used,"$66,000 ",4.8,79,Dealer,Bill Colwell Ford,4.8,450,238 Waterloo Rd Hudson,IA,50643,Good,4.8,4.9,4.8,4.6,4.9,4.7,Agate Black Metallic,Black,Four-wheel Drive,19,24,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTFW1E55MKD36000,U10547,16581
2019,Volkswagen,Arteon 2.0T SEL Premium R-Line,Used,"$32,500 ",4.7,22,Dealer,Bill Colwell Ford,4.8,450,238 Waterloo Rd Hudson,IA,50643,Fair,4.8,4.6,4.4,4.5,5,4.5,Manganese Gray Metallic,Titan Black,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVWTR7AN8KE000503,U10454A,46542
2017,Honda,Accord LX,Used,"$17,352 ",4.8,572,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.8,4.8,4.8,4.9,Black,Black,Front-wheel Drive,27,36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F31HA208475,C205484S,65076
2021,Dodge,Charger SXT,Used,"$32,299 ",4.9,21,Dealer,Sterling Value Pre-Owned,2.5,7,5731 I-49 South Service Rd Opelousas,LA,70570,Great,5,4.9,5,4.9,5,5,Pitch Black Clearcoat,Black,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDXBG5MH512654,V2742XA,32033
2019,Mercedes-Benz,AMG C 43 Base 4MATIC,Mercedes-Benz Certified,"$54,335 ",4.9,5,Dealer,Mercedes-Benz of St Louis,4.6,180,1048 Hampton Ave St. Louis,MO,63139,Good,4.8,5,5,5,5,4.6,Black,AMG Cranberry Red,All-wheel Drive,19,27,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDDWJ6EB4KF823413,PC7067,36089
2019,Honda,Pilot EX-L,Used,"$34,995 ",4.8,223,Dealer,Northshore Toyota,4.4,189,68500 Hwy 190 Service Rd Covington,LA,70433,Great,4.9,4.8,4.7,4.7,4.7,4.8,Deep Scarlet Pearl,Beige Leather,Front-wheel Drive,19,27,Gasoline,6-SPEED A/T,V6 Cylinder Engine,5FNYF5H55KB043851,NN06371,38383
2019,Acura,RDX Base,Used,"$36,605 ",4.3,217,Dealer,Marquardt of Barrington Buick-GMC,4.9,628,1421 S Barrington Rd Barrington,IL,60010,Good,4.6,4.5,4.2,4.1,4.6,4.2,Performance Red Pearl,Parchment,All-wheel Drive,21,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC2H38KL027058,P4705,21316
2019,Acura,RDX Base,Used,"$37,331 ",4.3,217,Dealer,Muller's Woodfield Acura,4.8,1573,1099 W Higgins Rd Hoffman Estates,IL,60169,Great,4.6,4.5,4.2,4.1,4.6,4.2,Performance Red Pearl,Parchment,All-wheel Drive,21,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC2H3XKL006230,P17034,18576
2021,Audi,Q5 45 Premium,Used,"$52,308 ",4.6,16,Dealer,Audi Westmont,4.7,1137,276 Ogden Ave Westmont,IL,60559,Good,4.6,4.4,4.7,4.2,4.5,4.7,Mythos Black Metallic,Rock Gray,All-wheel Drive,23,28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA15AAFY5M2139227,M2139227,14222
2018,Nissan,Rogue SL,Used,"$22,177 ",4.7,415,Dealer,Hyundai of Palatine,4.5,481,221 E Lake Cook Rd Palatine,IL,60074,Great,4.7,4.7,4.6,4.6,4.8,4.7,Gun Metallic,Charcoal,All-wheel Drive,25,32,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JN8AT2MVXJW319695,D845,54163
2020,Acura,MDX 3.5L Technology & A-Spec Pkgs,Used,"$46,988 ",4.9,50,Dealer,McGrath Acura of Westmont,4.7,1206,400 E Ogden Ave Westmont,IL,60559,Fair,4.9,4.9,4.9,4.8,4.8,4.9,Apex Blue Pearl,Ebony,All-wheel Drive,19,25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H09LL017676,PC10978,21460
2021,Volkswagen,Atlas 3.6L SEL Premium,Used,"$47,044 ",4.8,42,Dealer,Bob Rohrman's Gurnee Volkswagen,4.1,1033,6301 W Grand Ave Gurnee,IL,60031,Good,4.9,4.7,4.8,4.9,4.9,4.9,Pure White,Titan Black / Quarzit,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2TR2CAXMC503072,VW3152,34337
2016,Volvo,XC90 T6 Momentum,Used,"$35,998 ",4.5,69,Dealer,CarMax Tinley Park - Now offering Curbside Pickup,3.3,16,18800 South Oak Park Ave Tinley Park,IL,60477,Fair,4.8,4.8,4.4,4.2,4.8,4.1,Luminous Sand,Blond,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK9G1059101,22606093,56044
2020,Honda,Civic Sport,Honda Certified,"$29,628 ",4.9,169,Dealer,Russ Darrow Honda,4.7,1922,10851 W Metro Auto Mall Milwaukee,WI,53224,Good,4.8,4.8,4.9,4.8,4.9,4.9,Sonic Gray Pearl,Black,Front-wheel Drive,29,35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H40LU216696,HGM7058,17288
2019,INFINITI,QX80 Luxe,Used,"$52,506 ",4.8,26,Dealer,Ford of Franklin,4.8,1948,1129 Murfreesboro Rd. Franklin,TN,37064,Good,4.8,4.7,4.8,4.7,4.8,4.8,Champagne Quartz,Saddle Brown,Rear-wheel Drive,14,20,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AZ2NF1K9688029,EL09626B,27017
2021,Honda,Pilot Special Edition,Used,"$43,704 ",4.8,63,Dealer,Hare Honda,3.9,131,8693 Rockville Rd Avon,IN,46123,Good,4.9,4.7,4.8,4.7,4.7,4.8,Platinum White Pearl,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H22MB098143,MB098143L,6398
2018,Honda,Accord LX,Honda Certified,"$29,275 ",4.8,652,Dealer,Shottenkirk Honda of Cartersville,4.7,3815,539 E Main St Cartersville,GA,30121,Fair,4.8,4.8,4.7,4.7,4.8,4.8,Champagne Frost Pearl,Ivory,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F11JA012496,P4450,13112
2015,Acura,MDX 3.5L,Used,"$23,999 ",4.7,63,Dealer,Dyer & Dyer Volvo Cars,4.7,599,5260 Peachtree Industrial Blvd Chamblee,GA,30341,Fair,4.8,4.7,4.8,4.7,4.6,4.8,White,Beige,All-wheel Drive,18,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H27FB006696,TFB006696,99697
2019,Audi,Q8 3.0T Premium,Used,"$62,995 ",4.8,27,Dealer,Audi Atlanta,4.8,1522,5805 Peachtree Blvd Atlanta,GA,30341,Good,4.9,4.8,4.8,4.6,5,4.9,Glacier White Metallic,Black,All-wheel Drive,17,22,Hybrid,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,WA1AVAF15KD011867,A21963A,30425
2017,Nissan,Maxima 3.5 S,Used,"$19,989 ",4.8,187,Dealer,Auto Palace,4.6,151,4621 W Broad St Columbus,OH,43228,Great,4.8,4.8,4.8,4.6,4.8,4.8,Black,Black,Front-wheel Drive,21,30,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,1N4AA6AP2HC371256,PV63,48203
2017,Chevrolet,Trax LS,Chevrolet Certified,"$17,488 ",4.5,183,Dealer,Serra - Whelan Chevrolet,4.8,542,40445 Van Dyke Ave 18 Mile Sterling Heights,MI,48313,Good,4.5,4.5,4.5,4.5,4.6,4.6,Silver Ice Metallic,Black,Front-wheel Drive,25,33,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL7CJKSB3HB147625,22872A,30364
2020,Kia,Telluride SX,Used,"$46,995 ",4.8,211,Dealer,Kia of Orange Park,4.5,447,6373 Blanding Blvd Jacksonville,FL,32244,Good,4.9,4.9,4.8,4.7,4.9,4.9,Dark Moss,Black,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP54HC4LG025942,G300160A,33976
2020,Chrysler,300 S,Used,"$31,500 ",4.8,12,Dealer,Chrysler Dodge Jeep Ram South Savannah,4.4,321,8701 Abercorn Street Savannah,GA,31406,Great,4.7,4.7,4.8,4.7,4.8,4.9,Velvet Red Pearlcoat,Black,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCAGG4LH158911,IP001134,47004
